[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@6994b8c3
[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@2d8dd1bc
[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@78907285
[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@684bedf
[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@684bedf
[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@684bedf
[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@66da757b
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@66da757b
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@66da757b
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@204d76a4
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@204d76a4
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@204d76a4
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@6f2057a6
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@6f2057a6
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@6f2057a6
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@722fbf2c
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@722fbf2c
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@722fbf2c
[DEBUG] 2018-05-07 16:05:13.042 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@5195e729
